Gene,Ensembl_ID,Probability_Class_0,Probability_Class_1,Chromosome,SFARI_Gene_Score
SETBP1,ENSG00000152217,0.0349635994754236,0.9650364005245764,18,1.0
TAOK1,ENSG00000160551,0.0349780888087114,0.9650219111912886,17,1.0
KCTD7,ENSG00000243335,0.0355647387214261,0.9644352612785738,7,
NRXN3,ENSG00000021645,0.0362471979844134,0.9637528020155866,14,1.0
KDM5C,ENSG00000126012,0.0374578539014418,0.962542146098558,X,1.0
GRIN2A,ENSG00000183454,0.0377655189151268,0.9622344810848732,16,1.0
RUVBL1,ENSG00000175792,0.0409463468807179,0.959053653119282,3,
GABRB3,ENSG00000166206,0.0417822646029816,0.9582177353970184,15,1.0
TBL1XR1,ENSG00000177565,0.0431078933282292,0.9568921066717708,3,1.0
FOXG1,ENSG00000176165,0.0438568633242069,0.9561431366757932,14,1.0
ZMYND8,ENSG00000101040,0.0441903770036139,0.955809622996386,20,1.0
TANC2,ENSG00000170921,0.044228179034589,0.9557718209654108,17,1.0
KMT2C,ENSG00000055609,0.0443416235041215,0.9556583764958784,7,1.0
SLC6A1,ENSG00000157103,0.0443961899444906,0.9556038100555092,3,1.0
KMT2E,ENSG00000005483,0.0446681721233064,0.9553318278766936,7,1.0
OPCML,ENSG00000183715,0.0448999860170882,0.9551000139829118,11,
RUVBL2,ENSG00000183207,0.0471485907780139,0.952851409221986,19,
RAI1,ENSG00000108557,0.0477117104710865,0.9522882895289134,17,1.0
CHD2,ENSG00000173575,0.0503405126284366,0.9496594873715634,15,1.0
SART1,ENSG00000175467,0.0506036099556819,0.949396390044318,11,
SUOX,ENSG00000139531,0.0509844818436796,0.9490155181563203,12,
AHDC1,ENSG00000126705,0.0518200099891117,0.9481799900108884,1,1.0
ACTR5,ENSG00000101442,0.0519750606221665,0.9480249393778336,20,
CIC,ENSG00000079432,0.0532823735152523,0.9467176264847476,19,1.0
PRR14L,ENSG00000183530,0.0540596346747589,0.9459403653252412,22,1.0
GIGYF2,ENSG00000204120,0.0557431579803008,0.9442568420196992,2,1.0
ITIH1,ENSG00000055957,0.0561376019270406,0.9438623980729594,3,
RPP25,ENSG00000178718,0.0585205853230555,0.9414794146769444,15,
KANSL1,ENSG00000120071,0.0599658393799583,0.9400341606200416,17,1.0
CSNK2A1,ENSG00000101266,0.0631423056107534,0.9368576943892466,20,1.0
AKR1C3,ENSG00000196139,0.0644658678980184,0.9355341321019816,10,
CTCF,ENSG00000102974,0.0644942484471936,0.9355057515528064,16,1.0
ITIH3,ENSG00000162267,0.0651462867390122,0.9348537132609878,3,
YY1,ENSG00000100811,0.0661630882701234,0.9338369117298766,14,1.0
FKBP4,ENSG00000004478,0.0662263306565901,0.93377366934341,12,
BTBD9,ENSG00000183826,0.0664100658526505,0.9335899341473496,6,
HMGA1,ENSG00000137309,0.0678532814430641,0.932146718556936,6,
BCL11A,ENSG00000119866,0.06928677924025,0.93071322075975,2,1.0
KMT2A,ENSG00000118058,0.0700058957908229,0.929994104209177,11,1.0
USP19,ENSG00000172046,0.0704105078756579,0.929589492124342,3,
PPP2R5D,ENSG00000112640,0.0708820511450978,0.9291179488549022,6,1.0
TLK2,ENSG00000146872,0.0708938221892806,0.9291061778107194,17,1.0
MGST3,ENSG00000143198,0.0716088881335815,0.9283911118664184,1,
UBE3A,ENSG00000114062,0.071712662996765,0.928287337003235,15,1.0
NRXN2,ENSG00000110076,0.0724183191820654,0.9275816808179346,11,1.0
TRAF3IP2,ENSG00000056972,0.076239268248565,0.9237607317514348,6,
CASZ1,ENSG00000130940,0.076744675317634,0.923255324682366,1,1.0
SYN1,ENSG00000008056,0.0768675736920767,0.9231324263079232,X,1.0
SON,ENSG00000159140,0.0771696059740051,0.9228303940259948,21,1.0
RB1CC1,ENSG00000023287,0.0772754673317275,0.9227245326682724,8,
USP9X,ENSG00000124486,0.0774251073343449,0.9225748926656552,X,1.0
TRIM8,ENSG00000171206,0.0777023191176264,0.9222976808823736,10,3.0
EFHC1,ENSG00000096093,0.0786625883617461,0.921337411638254,6,
MT3,ENSG00000087250,0.0791030208834148,0.9208969791165852,16,
GSTP1,ENSG00000084207,0.079774159106885,0.920225840893115,11,
DEAF1,ENSG00000177030,0.0807605219887118,0.919239478011288,11,1.0
BAZ2B,ENSG00000123636,0.0825625013684662,0.9174374986315338,2,1.0
OTUD7B,ENSG00000264522,0.0829843979286772,0.9170156020713228,1,
GGT5,ENSG00000099998,0.0834760320888448,0.9165239679111552,22,
TSC2,ENSG00000103197,0.0845168104242967,0.9154831895757032,16,1.0
TSTD1,ENSG00000215845,0.0850099076452415,0.9149900923547584,1,
UPF3B,ENSG00000125351,0.0864401468605255,0.9135598531394744,X,1.0
UBR1,ENSG00000159459,0.0867195935102143,0.9132804064897856,15,1.0
ROS1,ENSG00000047936,0.0868403859756371,0.9131596140243629,6,
TCEAL4,ENSG00000133142,0.0882764877476389,0.911723512252361,X,
ZPR1,ENSG00000109917,0.0889761372943912,0.9110238627056088,11,
USP39,ENSG00000168883,0.0891401416583239,0.910859858341676,2,
HLA-B,ENSG00000234745,0.0891711991440924,0.9108288008559076,6,2.0
VEZF1,ENSG00000136451,0.0894821287131236,0.9105178712868764,17,1.0
SCN8A,ENSG00000196876,0.0895497465080155,0.9104502534919844,12,1.0
TFPT,ENSG00000105619,0.0925481519251421,0.907451848074858,19,
SOX5,ENSG00000134532,0.0930754082447274,0.9069245917552724,12,1.0
ITIH5,ENSG00000123243,0.0934802169000535,0.9065197830999464,10,
PHIP,ENSG00000146247,0.0936132076286794,0.9063867923713206,6,1.0
PCYT1A,ENSG00000161217,0.0941752672216769,0.9058247327783232,3,
ALK,ENSG00000171094,0.095881983459347,0.9041180165406528,2,
CDK11A,ENSG00000008128,0.0977211846559318,0.9022788153440682,1,
SETD1A,ENSG00000099381,0.0978705652906205,0.9021294347093796,16,1.0
ZBTB21,ENSG00000173276,0.0993856806604761,0.9006143193395238,21,1.0
MSL3,ENSG00000005302,0.1001628654447429,0.899837134555257,X,1.0
HLA-C,ENSG00000204525,0.1014271089165043,0.8985728910834957,6,
CASK,ENSG00000147044,0.1028491622590126,0.8971508377409874,X,1.0
NUP214,ENSG00000126883,0.1056148110999497,0.8943851889000503,9,
OTUD7A,ENSG00000169918,0.1066935435621788,0.8933064564378211,15,2.0
USH2A,ENSG00000042781,0.1069113370621143,0.8930886629378857,1,2.0
ZRANB1,ENSG00000019995,0.108112799579866,0.8918872004201339,10,
NSD1,ENSG00000165671,0.1085359024972091,0.8914640975027909,5,1.0
MAGEL2,ENSG00000254585,0.1094491835166843,0.8905508164833157,15,1.0
OTUB1,ENSG00000167770,0.1101688762062048,0.8898311237937951,11,
FMO2,ENSG00000094963,0.1117093494423097,0.8882906505576903,1,
MEIS2,ENSG00000134138,0.1118062197240027,0.8881937802759973,15,1.0
PHF21A,ENSG00000135365,0.1176251725148976,0.8823748274851023,11,1.0
SCARA3,ENSG00000168077,0.1179357713166974,0.8820642286833026,8,
LTK,ENSG00000062524,0.1192126274331811,0.8807873725668188,15,
USP50,ENSG00000170236,0.1192271499928229,0.8807728500071771,15,
OTUD5,ENSG00000068308,0.1201428429342569,0.8798571570657431,X,
ADO,ENSG00000181915,0.1215116341757307,0.8784883658242693,10,
BPNT2,ENSG00000104331,0.1216107094065946,0.8783892905934053,8,
AKR1C2,ENSG00000151632,0.1219539416571269,0.8780460583428731,10,
FMO4,ENSG00000076258,0.1235366545285286,0.8764633454714713,1,
NCAN,ENSG00000130287,0.1236090613576796,0.8763909386423203,19,
AMHR2,ENSG00000135409,0.123712829187394,0.876287170812606,12,
DAP3,ENSG00000132676,0.1238302455557145,0.8761697544442855,1,
GRIN1,ENSG00000176884,0.1238664738547973,0.8761335261452027,9,1.0
PEBP1,ENSG00000089220,0.1243315812331729,0.8756684187668271,12,
TRIM26,ENSG00000234127,0.1243511141715847,0.8756488858284153,6,
PNMA6A,ENSG00000235961,0.1246098177557895,0.8753901822442105,X,
ATRX,ENSG00000085224,0.1256469191319271,0.8743530808680728,X,1.0
CSDE1,ENSG00000009307,0.1271262801872982,0.8728737198127018,1,1.0
RIMS1,ENSG00000079841,0.1274892997996359,0.872510700200364,6,1.0
SMARCA2,ENSG00000080503,0.1282514667332455,0.8717485332667545,9,1.0
SQOR,ENSG00000137767,0.1285795560767439,0.871420443923256,15,
CNTFR,ENSG00000122756,0.1285809547597639,0.8714190452402361,9,
JAK3,ENSG00000105639,0.129369482568888,0.870630517431112,19,
SATB1,ENSG00000182568,0.1301585760813777,0.8698414239186223,3,1.0
LRRC4C,ENSG00000148948,0.130609662398628,0.869390337601372,11,1.0
ELAVL3,ENSG00000196361,0.1316547801897184,0.8683452198102816,19,1.0
KDM6B,ENSG00000132510,0.13199223484719,0.86800776515281,17,1.0
TMED7-TICAM2,ENSG00000251201,0.1321636281633865,0.8678363718366134,5,
ARF3,ENSG00000134287,0.1329515941667889,0.8670484058332111,12,1.0
ADGRL3,ENSG00000150471,0.1333766174537538,0.8666233825462462,4,
STIMATE,ENSG00000213533,0.1346794729899666,0.8653205270100334,3,
YKT6,ENSG00000106636,0.1357460395465632,0.8642539604534367,7,
SULT1E1,ENSG00000109193,0.1358696727739464,0.8641303272260535,4,
RCN1,ENSG00000049449,0.1377807233501181,0.8622192766498818,11,
NACC1,ENSG00000160877,0.1398137139722667,0.8601862860277333,19,1.0
PSMB9,ENSG00000240065,0.1401048029993583,0.8598951970006417,6,
UBTF,ENSG00000108312,0.1403418789211628,0.8596581210788372,17,
VRK2,ENSG00000028116,0.1413434684118267,0.8586565315881732,2,
TICAM2,ENSG00000243414,0.1415893573788313,0.8584106426211686,5,
GABRB2,ENSG00000145864,0.143561547067111,0.856438452932889,5,1.0
KDM2B,ENSG00000089094,0.1437917218796058,0.8562082781203941,12,1.0
CENPB,ENSG00000125817,0.1448782017459535,0.8551217982540464,20,
SRMS,ENSG00000125508,0.1474392601052253,0.8525607398947747,20,
GGCT,ENSG00000006625,0.1488884395773994,0.8511115604226006,7,
PTGES3,ENSG00000110958,0.1501041289007898,0.8498958710992102,12,
HACD2,ENSG00000206527,0.150393987951095,0.849606012048905,3,
PDC,ENSG00000116703,0.1504634681138383,0.8495365318861616,1,
FRK,ENSG00000111816,0.1505301668786294,0.8494698331213706,6,2.0
DHRS9,ENSG00000073737,0.150717454747459,0.849282545252541,2,
MGST2,ENSG00000085871,0.1508199115655841,0.8491800884344158,4,
PRKAB2,ENSG00000131791,0.1514839712955579,0.8485160287044421,1,
SLC2A6,ENSG00000160326,0.1522255272667907,0.8477744727332093,9,
DDX20,ENSG00000064703,0.1523090223980726,0.8476909776019274,1,
ICAM5,ENSG00000105376,0.1541753881125424,0.8458246118874576,19,
HACD4,ENSG00000188921,0.1542561393675773,0.8457438606324227,9,
IRAK3,ENSG00000090376,0.1549312053643491,0.8450687946356509,12,
MAVS,ENSG00000088888,0.1551389045674814,0.8448610954325185,20,
KAT7,ENSG00000136504,0.1552585104487353,0.8447414895512647,17,
UCK1,ENSG00000130717,0.1554201981853585,0.8445798018146414,9,
CHD3,ENSG00000170004,0.1557112673422078,0.8442887326577921,17,1.0
PPIP5K1,ENSG00000168781,0.1563157722846371,0.8436842277153629,15,
TST,ENSG00000128311,0.1564300868512224,0.8435699131487776,22,
RRP36,ENSG00000124541,0.1565363548359892,0.8434636451640107,6,
OSGIN2,ENSG00000164823,0.1566072751334132,0.8433927248665868,8,
KIAA0232,ENSG00000170871,0.1573223178554663,0.8426776821445336,4,1.0
MST1R,ENSG00000164078,0.1575675068968914,0.8424324931031085,3,
PAPSS2,ENSG00000198682,0.1577173738196512,0.8422826261803488,10,
CALU,ENSG00000128595,0.1589547961175229,0.841045203882477,7,
DIO3,ENSG00000197406,0.15928114609395,0.84071885390605,14,
FGGY,ENSG00000172456,0.1599913185581946,0.8400086814418054,1,
TEF,ENSG00000167074,0.1602337716762647,0.8397662283237353,22,
ARHGDIB,ENSG00000111348,0.1616536293020268,0.8383463706979731,12,
TLE3,ENSG00000140332,0.1628790241920408,0.8371209758079592,15,1.0
BET1L,ENSG00000177951,0.1637422518680089,0.836257748131991,11,
USP2,ENSG00000036672,0.1638014176341521,0.8361985823658479,11,
ATXN7L2,ENSG00000162650,0.1642251829721487,0.8357748170278513,1,
PRB3,ENSG00000197870,0.1659386768343093,0.8340613231656907,12,
PHF12,ENSG00000109118,0.1659843687936908,0.8340156312063092,17,1.0
AOC2,ENSG00000131480,0.1661211748307807,0.8338788251692193,17,
ZDHHC9,ENSG00000188706,0.1664614115699854,0.8335385884300146,X,
POMGNT1,ENSG00000085998,0.1671249628858343,0.8328750371141657,1,1.0
ZDHHC5,ENSG00000156599,0.1671403753371489,0.832859624662851,11,
CNPY3,ENSG00000137161,0.1675514169467172,0.8324485830532827,6,
OPLAH,ENSG00000178814,0.1676816019149086,0.8323183980850913,8,
USP20,ENSG00000136878,0.1681044860804552,0.8318955139195447,9,
L3MBTL1,ENSG00000185513,0.1683419592986457,0.8316580407013543,20,
PTGES,ENSG00000148344,0.1686507674056655,0.8313492325943345,9,
ACO2,ENSG00000100412,0.1690294158914783,0.8309705841085216,22,
TSC1,ENSG00000165699,0.1690659957247587,0.8309340042752412,9,1.0
SLC39A11,ENSG00000133195,0.1694483704820928,0.8305516295179072,17,
LTBP2,ENSG00000119681,0.1696588286937695,0.8303411713062304,14,
SLC12A6,ENSG00000140199,0.1698524831535515,0.8301475168464485,15,
POP5,ENSG00000167272,0.1710429994640159,0.8289570005359841,12,
SET,ENSG00000119335,0.1710879043280226,0.8289120956719773,9,2.0
SLC39A7,ENSG00000112473,0.1714810473682676,0.8285189526317324,6,
LZTS1,ENSG00000061337,0.1719645495549548,0.8280354504450451,8,
FBXO38,ENSG00000145868,0.1723880431811132,0.8276119568188868,5,
SOS2,ENSG00000100485,0.172480570792215,0.827519429207785,14,1.0
TICAM1,ENSG00000127666,0.1731152698034468,0.8268847301965532,19,
TSTD3,ENSG00000279170,0.1731723252462846,0.8268276747537153,6,
CPSF7,ENSG00000149532,0.1732331094371434,0.8267668905628566,11,1.0
VCPIP1,ENSG00000175073,0.1741036777088042,0.8258963222911958,8,
AKR7A3,ENSG00000162482,0.1743990557626366,0.8256009442373634,1,
RASSF1,ENSG00000068028,0.1745844196520775,0.8254155803479225,3,
H2AC20,ENSG00000184260,0.1746349447276998,0.8253650552723002,1,
COLEC10,ENSG00000184374,0.1749722058970318,0.8250277941029681,8,
ROR1,ENSG00000185483,0.1750633977460152,0.8249366022539848,1,
SNRPN,ENSG00000128739,0.1751847493627961,0.8248152506372038,15,
USP17L25,ENSG00000230430,0.1775663691480133,0.8224336308519866,4,
TIMP3,ENSG00000100234,0.1778678048274258,0.8221321951725742,22,
USP13,ENSG00000058056,0.1780629776031919,0.8219370223968081,3,
CLIC1,ENSG00000213719,0.178099169574097,0.821900830425903,6,
CAMTA2,ENSG00000108509,0.1782408922771899,0.82175910772281,17,1.0
SENP5,ENSG00000119231,0.1791222709933194,0.8208777290066805,3,
ANKK1,ENSG00000170209,0.1795420555582448,0.8204579444417551,11,
ITIH6,ENSG00000102313,0.1801255286337096,0.8198744713662903,X,
MPST,ENSG00000128309,0.1801525560944054,0.8198474439055946,22,
PTGR1,ENSG00000106853,0.1805156971544255,0.8194843028455745,9,
LRR1,ENSG00000165501,0.1807936527680376,0.8192063472319624,14,
USP25,ENSG00000155313,0.1808940537452981,0.8191059462547019,21,
PRH2,ENSG00000134551,0.1814005464841576,0.8185994535158424,12,
TSHZ1,ENSG00000179981,0.1818201524723556,0.8181798475276444,18,1.0
RPP21,ENSG00000241370,0.1819127820106112,0.8180872179893888,6,
MT1X,ENSG00000187193,0.1819710629553942,0.8180289370446058,16,
HLA-A,ENSG00000206503,0.1831701952246164,0.8168298047753836,6,2.0
DCTN5,ENSG00000166847,0.1849461118228067,0.8150538881771933,16,
IKBKE,ENSG00000263528,0.1850363110822948,0.8149636889177052,1,
PZP,ENSG00000126838,0.1853981087648533,0.8146018912351467,12,
USP27X,ENSG00000273820,0.1855600850435067,0.8144399149564933,X,
CLCA4,ENSG00000016602,0.1855884721273644,0.8144115278726356,1,
SBF1,ENSG00000100241,0.1862437874169532,0.8137562125830468,22,2.0
PAPSS1,ENSG00000138801,0.1863753998616155,0.8136246001383844,4,
KCNB1,ENSG00000158445,0.1864829575925781,0.8135170424074218,20,1.0
P4HA1,ENSG00000122884,0.1869010259425817,0.8130989740574183,10,
LCE3B,ENSG00000187238,0.1869089981586669,0.8130910018413331,1,
IL20RB,ENSG00000174564,0.187483220928217,0.812516779071783,3,
KDM4A,ENSG00000066135,0.1882443168084828,0.8117556831915171,1,
IRF3,ENSG00000126456,0.1886848032702817,0.8113151967297183,19,
PRCC,ENSG00000143294,0.1888272650906184,0.8111727349093816,1,
HIVEP2,ENSG00000010818,0.1891263454087012,0.8108736545912988,6,1.0
TOX3,ENSG00000103460,0.1894057396085058,0.8105942603914942,16,
TRAFD1,ENSG00000135148,0.189655800387213,0.8103441996127869,12,
TRIM55,ENSG00000147573,0.1899751463800133,0.8100248536199867,8,
AHNAK2,ENSG00000185567,0.1902530777882499,0.80974692221175,14,
UCN,ENSG00000163794,0.1909233127514241,0.8090766872485758,2,
ECHDC1,ENSG00000093144,0.1909663568359212,0.8090336431640788,6,
ZDHHC16,ENSG00000171307,0.1912013452048758,0.8087986547951241,10,
F8,ENSG00000185010,0.1914277626341444,0.8085722373658556,X,
POP7,ENSG00000172336,0.1916007127005434,0.8083992872994565,7,
CHPF2,ENSG00000033100,0.1920025047474907,0.8079974952525093,7,
IP6K2,ENSG00000068745,0.1924133241318276,0.8075866758681723,3,
LRRC8D,ENSG00000171492,0.1924426031844064,0.8075573968155936,1,
ALDH5A1,ENSG00000112294,0.1925180654594074,0.8074819345405926,6,1.0
ANK2,ENSG00000145362,0.1926116800989057,0.8073883199010943,4,1.0
NUDCD3,ENSG00000015676,0.1929253557816307,0.8070746442183693,7,
OMG,ENSG00000126861,0.1930865482263759,0.8069134517736241,17,
DCTN3,ENSG00000137100,0.1941982195968392,0.8058017804031608,9,
PPRC1,ENSG00000148840,0.1942344088289335,0.8057655911710665,10,
PRB4,ENSG00000230657,0.1943091071747794,0.8056908928252206,12,
CNOT3,ENSG00000088038,0.1943471752651198,0.8056528247348802,19,1.0
GRIA2,ENSG00000120251,0.1951631982630238,0.8048368017369761,4,1.0
CNTRL,ENSG00000119397,0.1952824196381426,0.8047175803618574,9,
GPR162,ENSG00000250510,0.1958067748191699,0.80419322518083,12,
EFEMP1,ENSG00000115380,0.1973523638428599,0.8026476361571401,2,
USPL1,ENSG00000132952,0.1974169672841648,0.8025830327158352,13,
ITIH2,ENSG00000151655,0.1975996287751181,0.8024003712248818,10,
FMO3,ENSG00000007933,0.1983430828764083,0.8016569171235917,1,
AIFM1,ENSG00000156709,0.1984661376871128,0.8015338623128871,X,
NBPF11,ENSG00000263956,0.1986103056576827,0.8013896943423172,1,
LSM6,ENSG00000164167,0.1987780038014371,0.8012219961985628,4,
AKT2,ENSG00000105221,0.1998319032987942,0.8001680967012058,19,
TRAPPC10,ENSG00000160218,0.2006452354057849,0.7993547645942151,21,
C1QL1,ENSG00000131094,0.2009899571420322,0.7990100428579677,17,
HLCS,ENSG00000159267,0.2010672616441743,0.7989327383558257,21,
TRIM28,ENSG00000130726,0.2016726645316732,0.7983273354683268,19,
CKAP4,ENSG00000136026,0.2024955577222519,0.7975044422777481,12,
MRPL23,ENSG00000214026,0.2031038442215921,0.7968961557784079,11,
ETHE1,ENSG00000105755,0.2032761029132246,0.7967238970867754,19,
ZDHHC8,ENSG00000099904,0.203674000745738,0.796325999254262,22,
SETD2,ENSG00000181555,0.2037616615614865,0.7962383384385134,3,1.0
DDX28,ENSG00000182810,0.2051098063221221,0.7948901936778778,16,
KIAA1549,ENSG00000122778,0.2053792230853875,0.7946207769146124,7,
IFNLR1,ENSG00000185436,0.2055776278282438,0.7944223721717562,1,
USP30,ENSG00000135093,0.2056559177161743,0.7943440822838257,12,3.0
PRDX6,ENSG00000117592,0.2058971296207919,0.794102870379208,1,
USP38,ENSG00000170185,0.2060018339019521,0.7939981660980479,4,
FBXW2,ENSG00000119402,0.206401371891319,0.793598628108681,9,
DSE,ENSG00000111817,0.2067953471479113,0.7932046528520886,6,
TBK1,ENSG00000183735,0.2070109650259525,0.7929890349740475,12,
AKR1C1,ENSG00000187134,0.2070753169439922,0.7929246830560077,10,
INA,ENSG00000148798,0.2077311016953787,0.7922688983046212,10,
CDO1,ENSG00000129596,0.2077340394190211,0.7922659605809789,5,
SLC30A6,ENSG00000152683,0.2080371190153001,0.7919628809846999,2,
GFM1,ENSG00000168827,0.2080638446531719,0.791936155346828,3,
HRG,ENSG00000113905,0.2081061830877599,0.79189381691224,3,
NAA38,ENSG00000183011,0.2081149607889196,0.7918850392110803,17,
DDX51,ENSG00000185163,0.2092753230003513,0.7907246769996487,12,
B2M,ENSG00000166710,0.2102200462546355,0.7897799537453645,15,
OTULIN,ENSG00000154124,0.2106367309879867,0.7893632690120133,5,
NAP1L2,ENSG00000186462,0.2110952946109889,0.788904705389011,X,
TRIM39-RPP21,ENSG00000248167,0.2114058564728209,0.788594143527179,6,
MAP3K20,ENSG00000091436,0.2116712599461498,0.7883287400538501,2,
SMARCD3,ENSG00000082014,0.2126087480245649,0.787391251975435,7,
TMEM115,ENSG00000126062,0.2136786552315438,0.7863213447684562,3,
NAP1L4,ENSG00000205531,0.2138723781681702,0.7861276218318297,11,
ARHGDIG,ENSG00000242173,0.2140435807961371,0.7859564192038628,16,
IL1RAPL1,ENSG00000169306,0.2141380658042624,0.7858619341957376,X,2.0
ZNF462,ENSG00000148143,0.2147145432330703,0.7852854567669296,9,1.0
TRIM38,ENSG00000112343,0.2148411268907255,0.7851588731092745,6,
TRIM9,ENSG00000100505,0.2151872499201411,0.7848127500798588,14,
MFRP,ENSG00000235718,0.2156436759129,0.7843563240871,11,2.0
ZNF804A,ENSG00000170396,0.2160771555004514,0.7839228444995485,2,2.0
ENDOD1,ENSG00000149218,0.2162615986230331,0.7837384013769668,11,
PDCL,ENSG00000136940,0.2164218871647115,0.7835781128352884,9,
MRM3,ENSG00000171861,0.2164547633873611,0.7835452366126389,17,
SLC19A1,ENSG00000173638,0.2171536135936828,0.7828463864063172,21,
RNF128,ENSG00000133135,0.2175300148987426,0.7824699851012573,X,
AS3MT,ENSG00000214435,0.2179868496203955,0.7820131503796045,10,
SLC39A14,ENSG00000104635,0.2181907317778051,0.7818092682221949,8,
MT1H,ENSG00000205358,0.2191166449384927,0.7808833550615073,16,
ZDHHC3,ENSG00000163812,0.2191762431021129,0.7808237568978871,3,
KLHL20,ENSG00000076321,0.2192781421750625,0.7807218578249374,1,1.0
ITIH4,ENSG00000055955,0.2205552962849588,0.7794447037150412,3,
