Ensemble_ID,Gene,Probability_Class_0,Probability_Class_1
ENSG00000169992,NLGN2,0.02088290062877085,0.9791170993712291
ENSG00000164190,NIPBL,0.021898669174575502,0.9781013308254245
ENSG00000172915,NBEA,0.023163623700568126,0.9768363762994319
ENSG00000080603,SRCAP,0.023481957216879068,0.9765180427831209
ENSG00000143442,POGZ,0.023633931223190352,0.9763660687768096
ENSG00000128656,CHN1,0.025477796617135895,0.9745222033828641
ENSG00000144285,SCN1A,0.02592469392389618,0.9740753060761038
ENSG00000139613,SMARCC2,0.027050556353016453,0.9729494436469835
ENSG00000131089,ARHGEF9,0.027057064689912202,0.9729429353100878
ENSG00000126464,PRR12,0.02776587331531899,0.972234126684681
ENSG00000095787,WAC,0.02822780242082723,0.9717721975791728
ENSG00000132535,DLG4,0.029212871349481362,0.9707871286505186
ENSG00000061676,NCKAP1,0.03004169866145645,0.9699583013385435
ENSG00000273079,GRIN2B,0.03036720614604127,0.9696327938539587
ENSG00000175115,PACS1,0.030467787785689926,0.9695322122143101
ENSG00000136854,STXBP1,0.03155738381490747,0.9684426161850925
ENSG00000164134,NAA15,0.03160209150070248,0.9683979084992975
ENSG00000119669,IRF2BPL,0.033369046659730284,0.9666309533402697
ENSG00000108510,MED13,0.03452120803450387,0.9654787919654961
ENSG00000163625,WDFY3,0.03476840273253534,0.9652315972674647
ENSG00000101489,CELF4,0.03485944580486822,0.9651405541951318
ENSG00000152217,SETBP1,0.0349635994754236,0.9650364005245764
ENSG00000160551,TAOK1,0.03497808880871145,0.9650219111912886
ENSG00000243335,KCTD7,0.03556473872142618,0.9644352612785738
ENSG00000021645,NRXN3,0.03624719798441345,0.9637528020155866
ENSG00000126012,KDM5C,0.03745785390144185,0.9625421460985581
ENSG00000183454,GRIN2A,0.037765518915126806,0.9622344810848732
ENSG00000153827,TRIP12,0.03996854284879103,0.960031457151209
ENSG00000175792,RUVBL1,0.040946346880717965,0.959053653119282
ENSG00000166206,GABRB3,0.04178226460298162,0.9582177353970184
ENSG00000177565,TBL1XR1,0.043107893328229285,0.9568921066717707
ENSG00000176165,FOXG1,0.04385686332420691,0.9561431366757931
ENSG00000101040,ZMYND8,0.044190377003613945,0.955809622996386
ENSG00000170921,TANC2,0.04422817903458909,0.9557718209654109
ENSG00000055609,KMT2C,0.04434162350412152,0.9556583764958785
ENSG00000157103,SLC6A1,0.04439618994449068,0.9556038100555093
ENSG00000005483,KMT2E,0.04466817212330643,0.9553318278766936
ENSG00000183715,OPCML,0.04489998601708822,0.9551000139829118
ENSG00000183207,RUVBL2,0.04714859077801392,0.9528514092219861
ENSG00000108557,RAI1,0.04771171047108658,0.9522882895289134
ENSG00000173575,CHD2,0.05034051262843664,0.9496594873715634
ENSG00000175467,SART1,0.050603609955681916,0.9493963900443181
ENSG00000139531,SUOX,0.05098448184367965,0.9490155181563203
ENSG00000126705,AHDC1,0.05182000998911174,0.9481799900108883
ENSG00000101442,ACTR5,0.0519750606221665,0.9480249393778335
ENSG00000079432,CIC,0.053282373515252335,0.9467176264847477
ENSG00000183530,PRR14L,0.05405963467475894,0.9459403653252411
ENSG00000204120,GIGYF2,0.05574315798030083,0.9442568420196992
ENSG00000055957,ITIH1,0.05613760192704065,0.9438623980729594
ENSG00000178718,RPP25,0.058520585323055596,0.9414794146769444
ENSG00000120071,KANSL1,0.05996583937995836,0.9400341606200416
ENSG00000101266,CSNK2A1,0.0631423056107534,0.9368576943892466
ENSG00000196139,AKR1C3,0.06446586789801845,0.9355341321019816
ENSG00000102974,CTCF,0.06449424844719365,0.9355057515528064
ENSG00000162267,ITIH3,0.06514628673901224,0.9348537132609878
ENSG00000100811,YY1,0.0661630882701234,0.9338369117298766
ENSG00000004478,FKBP4,0.06622633065659012,0.9337736693434099
ENSG00000183826,BTBD9,0.06641006585265052,0.9335899341473495
ENSG00000137309,HMGA1,0.06785328144306413,0.9321467185569359
ENSG00000119866,BCL11A,0.06928677924025006,0.9307132207597499
ENSG00000118058,KMT2A,0.07000589579082295,0.929994104209177
ENSG00000172046,USP19,0.07041050787565795,0.929589492124342
ENSG00000112640,PPP2R5D,0.07088205114509782,0.9291179488549022
ENSG00000146872,TLK2,0.07089382218928064,0.9291061778107194
ENSG00000143198,MGST3,0.07160888813358157,0.9283911118664184
ENSG00000114062,UBE3A,0.07171266299676504,0.928287337003235
ENSG00000110076,NRXN2,0.07241831918206543,0.9275816808179346
ENSG00000157445,CACNA2D3,0.07381229602165329,0.9261877039783467
ENSG00000056972,TRAF3IP2,0.07623926824856508,0.9237607317514349
ENSG00000130940,CASZ1,0.07674467531763407,0.9232553246823659
ENSG00000008056,SYN1,0.07686757369207675,0.9231324263079232
ENSG00000159140,SON,0.07716960597400513,0.9228303940259949
ENSG00000023287,RB1CC1,0.07727546733172752,0.9227245326682725
ENSG00000124486,USP9X,0.07742510733434493,0.9225748926656551
ENSG00000171206,TRIM8,0.07770231911762648,0.9222976808823735
ENSG00000096093,EFHC1,0.07866258836174611,0.9213374116382539
ENSG00000087250,MT3,0.07910302088341481,0.9208969791165852
ENSG00000084207,GSTP1,0.07977415910688501,0.920225840893115
ENSG00000177030,DEAF1,0.08076052198871186,0.9192394780112881
ENSG00000123636,BAZ2B,0.08256250136846621,0.9174374986315338
ENSG00000264522,OTUD7B,0.08298439792867729,0.9170156020713227
ENSG00000099998,GGT5,0.0834760320888448,0.9165239679111552
ENSG00000103197,TSC2,0.0845168104242967,0.9154831895757033
ENSG00000215845,TSTD1,0.08500990764524152,0.9149900923547585
ENSG00000125351,UPF3B,0.08644014686052559,0.9135598531394744
ENSG00000159459,UBR1,0.0867195935102143,0.9132804064897857
ENSG00000047936,ROS1,0.08684038597563715,0.9131596140243629
ENSG00000133142,TCEAL4,0.08827648774763897,0.911723512252361
ENSG00000109917,ZPR1,0.08897613729439124,0.9110238627056088
ENSG00000168883,USP39,0.08914014165832396,0.910859858341676
ENSG00000234745,HLA-B,0.08917119914409244,0.9108288008559076
ENSG00000136451,VEZF1,0.08948212871312367,0.9105178712868763
ENSG00000196876,SCN8A,0.0895497465080155,0.9104502534919845
ENSG00000105619,TFPT,0.0925481519251421,0.9074518480748579
ENSG00000134532,SOX5,0.09307540824472749,0.9069245917552725
ENSG00000123243,ITIH5,0.09348021690005359,0.9065197830999464
ENSG00000146247,PHIP,0.09361320762867942,0.9063867923713206
ENSG00000161217,PCYT1A,0.0941752672216769,0.9058247327783231
ENSG00000171094,ALK,0.09588198345934706,0.9041180165406529
ENSG00000008128,CDK11A,0.09772118465593183,0.9022788153440682
ENSG00000099381,SETD1A,0.09787056529062055,0.9021294347093795
ENSG00000173276,ZBTB21,0.09938568066047615,0.9006143193395238
ENSG00000005302,MSL3,0.10016286544474295,0.899837134555257
ENSG00000204525,HLA-C,0.1014271089165043,0.8985728910834957
ENSG00000147044,CASK,0.10284916225901264,0.8971508377409874
ENSG00000126883,NUP214,0.10561481109994975,0.8943851889000503
ENSG00000169918,OTUD7A,0.10669354356217886,0.8933064564378211
ENSG00000042781,USH2A,0.10691133706211431,0.8930886629378857
ENSG00000019995,ZRANB1,0.10811279957986608,0.8918872004201339
ENSG00000165671,NSD1,0.10853590249720912,0.8914640975027909
ENSG00000254585,MAGEL2,0.10944918351668431,0.8905508164833157
ENSG00000167770,OTUB1,0.11016887620620486,0.8898311237937951
ENSG00000094963,FMO2,0.1117093494423097,0.8882906505576903
ENSG00000134138,MEIS2,0.11180621972400273,0.8881937802759973
ENSG00000117139,KDM5B,0.11376220381244218,0.8862377961875578
ENSG00000135365,PHF21A,0.11762517251489768,0.8823748274851023
ENSG00000168077,SCARA3,0.11793577131669741,0.8820642286833026
ENSG00000062524,LTK,0.11921262743318117,0.8807873725668188
ENSG00000170236,USP50,0.11922714999282291,0.8807728500071771
ENSG00000068308,OTUD5,0.12014284293425692,0.8798571570657431
ENSG00000181915,ADO,0.12151163417573074,0.8784883658242693
ENSG00000104331,BPNT2,0.12161070940659469,0.8783892905934053
ENSG00000151632,AKR1C2,0.12195394165712692,0.8780460583428731
ENSG00000076258,FMO4,0.12353665452852869,0.8764633454714713
ENSG00000130287,NCAN,0.12360906135767968,0.8763909386423203
ENSG00000135409,AMHR2,0.12371282918739401,0.876287170812606
ENSG00000132676,DAP3,0.12383024555571454,0.8761697544442855
ENSG00000176884,GRIN1,0.12386647385479732,0.8761335261452027
ENSG00000089220,PEBP1,0.1243315812331729,0.8756684187668271
ENSG00000234127,TRIM26,0.12435111417158473,0.8756488858284153
ENSG00000235961,PNMA6A,0.1246098177557895,0.8753901822442105
ENSG00000085224,ATRX,0.12564691913192716,0.8743530808680728
ENSG00000009307,CSDE1,0.1271262801872982,0.8728737198127018
ENSG00000134202,GSTM3,0.12745530548079742,0.8725446945192026
ENSG00000079841,RIMS1,0.12748929979963597,0.872510700200364
ENSG00000080503,SMARCA2,0.1282514667332455,0.8717485332667545
ENSG00000137767,SQOR,0.12857955607674398,0.871420443923256
ENSG00000122756,CNTFR,0.12858095475976394,0.8714190452402361
ENSG00000105639,JAK3,0.12936948256888803,0.870630517431112
ENSG00000182568,SATB1,0.1301585760813777,0.8698414239186223
ENSG00000148948,LRRC4C,0.13060966239862803,0.869390337601372
ENSG00000196361,ELAVL3,0.13165478018971843,0.8683452198102816
ENSG00000132510,KDM6B,0.13199223484719003,0.86800776515281
ENSG00000251201,TMED7-TICAM2,0.13216362816338656,0.8678363718366134
ENSG00000134287,ARF3,0.13295159416678892,0.8670484058332111
ENSG00000150471,ADGRL3,0.13337661745375384,0.8666233825462462
ENSG00000213533,STIMATE,0.13467947298996663,0.8653205270100334
ENSG00000106636,YKT6,0.13574603954656328,0.8642539604534367
ENSG00000109193,SULT1E1,0.13586967277394646,0.8641303272260535
ENSG00000131781,FMO5,0.13618377054247444,0.8638162294575256
ENSG00000143756,FBXO28,0.13650286296178937,0.8634971370382106
ENSG00000049449,RCN1,0.13778072335011815,0.8622192766498818
ENSG00000160877,NACC1,0.13981371397226672,0.8601862860277333
ENSG00000240065,PSMB9,0.14010480299935835,0.8598951970006417
ENSG00000108312,UBTF,0.1403418789211628,0.8596581210788372
ENSG00000028116,VRK2,0.14134346841182677,0.8586565315881732
ENSG00000243414,TICAM2,0.14158935737883138,0.8584106426211686
ENSG00000145864,GABRB2,0.143561547067111,0.856438452932889
ENSG00000089094,KDM2B,0.14379172187960587,0.8562082781203941
ENSG00000125817,CENPB,0.14487820174595356,0.8551217982540464
ENSG00000125508,SRMS,0.14743926010522534,0.8525607398947747
ENSG00000006625,GGCT,0.1488884395773994,0.8511115604226006
ENSG00000110958,PTGES3,0.15010412890078983,0.8498958710992102
ENSG00000206527,HACD2,0.15039398795109504,0.849606012048905
ENSG00000116703,PDC,0.15046346811383837,0.8495365318861616
ENSG00000111816,FRK,0.1505301668786294,0.8494698331213706
ENSG00000073737,DHRS9,0.150717454747459,0.849282545252541
ENSG00000085871,MGST2,0.15081991156558416,0.8491800884344158
ENSG00000131791,PRKAB2,0.1514839712955579,0.8485160287044421
ENSG00000160326,SLC2A6,0.15222552726679073,0.8477744727332093
ENSG00000064703,DDX20,0.15230902239807265,0.8476909776019274
ENSG00000105376,ICAM5,0.1541753881125424,0.8458246118874576
ENSG00000188921,HACD4,0.15425613936757732,0.8457438606324227
ENSG00000090376,IRAK3,0.15493120536434912,0.8450687946356509
ENSG00000088888,MAVS,0.15513890456748147,0.8448610954325185
ENSG00000136504,KAT7,0.1552585104487353,0.8447414895512647
ENSG00000130717,UCK1,0.15542019818535857,0.8445798018146414
ENSG00000170004,CHD3,0.15571126734220786,0.8442887326577921
ENSG00000168781,PPIP5K1,0.1563157722846371,0.8436842277153629
ENSG00000128311,TST,0.1564300868512224,0.8435699131487776
ENSG00000124541,RRP36,0.15653635483598927,0.8434636451640107
ENSG00000164823,OSGIN2,0.15660727513341322,0.8433927248665868
ENSG00000170871,KIAA0232,0.15732231785546635,0.8426776821445336
ENSG00000164078,MST1R,0.15756750689689147,0.8424324931031085
ENSG00000198682,PAPSS2,0.15771737381965123,0.8422826261803488
ENSG00000128595,CALU,0.15895479611752295,0.841045203882477
ENSG00000197406,DIO3,0.15928114609395005,0.84071885390605
ENSG00000172456,FGGY,0.1599913185581946,0.8400086814418054
ENSG00000167074,TEF,0.16023377167626474,0.8397662283237353
ENSG00000111348,ARHGDIB,0.16165362930202687,0.8383463706979731
ENSG00000140332,TLE3,0.1628790241920408,0.8371209758079592
ENSG00000141068,KSR1,0.16358576029227923,0.8364142397077208
ENSG00000177951,BET1L,0.16374225186800895,0.836257748131991
ENSG00000036672,USP2,0.16380141763415212,0.8361985823658479
ENSG00000162650,ATXN7L2,0.16422518297214872,0.8357748170278513
ENSG00000197870,PRB3,0.1659386768343093,0.8340613231656907
ENSG00000109118,PHF12,0.16598436879369083,0.8340156312063092
ENSG00000131480,AOC2,0.1661211748307807,0.8338788251692193
ENSG00000188706,ZDHHC9,0.1664614115699854,0.8335385884300146
ENSG00000085998,POMGNT1,0.16712496288583434,0.8328750371141657
ENSG00000156599,ZDHHC5,0.16714037533714898,0.832859624662851
ENSG00000137161,CNPY3,0.16755141694671727,0.8324485830532827
ENSG00000178814,OPLAH,0.16768160191490866,0.8323183980850913
ENSG00000136878,USP20,0.16810448608045525,0.8318955139195447
ENSG00000185513,L3MBTL1,0.1683419592986457,0.8316580407013543
ENSG00000148344,PTGES,0.16865076740566554,0.8313492325943345
ENSG00000100412,ACO2,0.16902941589147835,0.8309705841085216
ENSG00000165699,TSC1,0.16906599572475878,0.8309340042752412
ENSG00000133195,SLC39A11,0.16944837048209282,0.8305516295179072
ENSG00000119681,LTBP2,0.16965882869376958,0.8303411713062304
ENSG00000140199,SLC12A6,0.1698524831535515,0.8301475168464485
ENSG00000167272,POP5,0.1710429994640159,0.8289570005359841
ENSG00000119335,SET,0.17108790432802268,0.8289120956719773
ENSG00000112473,SLC39A7,0.17148104736826764,0.8285189526317324
ENSG00000061337,LZTS1,0.17196454955495488,0.8280354504450451
ENSG00000145868,FBXO38,0.17238804318111323,0.8276119568188868
ENSG00000100485,SOS2,0.17248057079221502,0.827519429207785
ENSG00000127666,TICAM1,0.17311526980344683,0.8268847301965532
ENSG00000279170,TSTD3,0.17317232524628468,0.8268276747537153
ENSG00000149532,CPSF7,0.17323310943714343,0.8267668905628566
ENSG00000175073,VCPIP1,0.1741036777088042,0.8258963222911958
ENSG00000162482,AKR7A3,0.1743990557626366,0.8256009442373634
ENSG00000068028,RASSF1,0.1745844196520775,0.8254155803479225
ENSG00000184260,H2AC20,0.1746349447276998,0.8253650552723002
ENSG00000184374,COLEC10,0.17497220589703188,0.8250277941029681
ENSG00000185483,ROR1,0.1750633977460152,0.8249366022539848
ENSG00000128739,SNRPN,0.17518474936279615,0.8248152506372038
ENSG00000230430,USP17L25,0.17756636914801338,0.8224336308519866
ENSG00000100234,TIMP3,0.1778678048274258,0.8221321951725742
ENSG00000058056,USP13,0.1780629776031919,0.8219370223968081
ENSG00000213719,CLIC1,0.178099169574097,0.821900830425903
ENSG00000108509,CAMTA2,0.17824089227718998,0.82175910772281
ENSG00000143416,SELENBP1,0.17854753209607177,0.8214524679039282
ENSG00000119231,SENP5,0.17912227099331945,0.8208777290066805
ENSG00000170209,ANKK1,0.17954205555824487,0.8204579444417551
ENSG00000102313,ITIH6,0.18012552863370968,0.8198744713662903
ENSG00000128309,MPST,0.1801525560944054,0.8198474439055946
ENSG00000106853,PTGR1,0.1805156971544255,0.8194843028455745
ENSG00000165501,LRR1,0.1807936527680376,0.8192063472319624
ENSG00000155313,USP25,0.1808940537452981,0.8191059462547019
ENSG00000134551,PRH2,0.1814005464841576,0.8185994535158424
ENSG00000179981,TSHZ1,0.1818201524723556,0.8181798475276444
ENSG00000241370,RPP21,0.18191278201061123,0.8180872179893888
ENSG00000187193,MT1X,0.18197106295539422,0.8180289370446058
ENSG00000206503,HLA-A,0.18317019522461642,0.8168298047753836
ENSG00000198400,NTRK1,0.18471905382403342,0.8152809461759666
ENSG00000166847,DCTN5,0.18494611182280674,0.8150538881771933
ENSG00000263528,IKBKE,0.1850363110822948,0.8149636889177052
ENSG00000126838,PZP,0.1853981087648533,0.8146018912351467
ENSG00000273820,USP27X,0.18556008504350674,0.8144399149564933
ENSG00000016602,CLCA4,0.1855884721273644,0.8144115278726356
ENSG00000117691,NENF,0.18608516272159736,0.8139148372784026
ENSG00000100241,SBF1,0.18624378741695324,0.8137562125830468
ENSG00000138801,PAPSS1,0.18637539986161555,0.8136246001383844
ENSG00000158445,KCNB1,0.18648295759257816,0.8135170424074218
ENSG00000122884,P4HA1,0.18690102594258173,0.8130989740574183
ENSG00000187238,LCE3B,0.1869089981586669,0.8130910018413331
ENSG00000174564,IL20RB,0.187483220928217,0.812516779071783
ENSG00000168765,GSTM4,0.18794862384328737,0.8120513761567126
ENSG00000066135,KDM4A,0.18824431680848286,0.8117556831915171
ENSG00000126456,IRF3,0.1886848032702817,0.8113151967297183
ENSG00000143294,PRCC,0.18882726509061842,0.8111727349093816
ENSG00000010818,HIVEP2,0.1891263454087012,0.8108736545912988
ENSG00000103460,TOX3,0.18940573960850582,0.8105942603914942
ENSG00000135148,TRAFD1,0.18965580038721308,0.8103441996127869
ENSG00000147573,TRIM55,0.18997514638001334,0.8100248536199867
ENSG00000143569,UBAP2L,0.19007683282144539,0.8099231671785546
ENSG00000185567,AHNAK2,0.19025307778824996,0.80974692221175
ENSG00000141485,SLC13A5,0.1908022730390484,0.8091977269609516
ENSG00000163794,UCN,0.19092331275142416,0.8090766872485758
ENSG00000093144,ECHDC1,0.19096635683592122,0.8090336431640788
ENSG00000171307,ZDHHC16,0.19120134520487586,0.8087986547951241
ENSG00000185010,F8,0.1914277626341444,0.8085722373658556
ENSG00000172336,POP7,0.19160071270054346,0.8083992872994565
ENSG00000033100,CHPF2,0.1920025047474907,0.8079974952525093
ENSG00000068745,IP6K2,0.19241332413182766,0.8075866758681723
ENSG00000162434,JAK1,0.1924283879354911,0.8075716120645089
ENSG00000171492,LRRC8D,0.19244260318440642,0.8075573968155936
ENSG00000112294,ALDH5A1,0.19251806545940742,0.8074819345405926
ENSG00000145362,ANK2,0.19261168009890572,0.8073883199010943
ENSG00000015676,NUDCD3,0.19292535578163073,0.8070746442183693
ENSG00000126861,OMG,0.19308654822637594,0.8069134517736241
ENSG00000137100,DCTN3,0.19419821959683925,0.8058017804031608
ENSG00000148840,PPRC1,0.1942344088289335,0.8057655911710665
ENSG00000230657,PRB4,0.19430910717477945,0.8056908928252206
ENSG00000088038,CNOT3,0.1943471752651198,0.8056528247348802
ENSG00000120251,GRIA2,0.19516319826302386,0.8048368017369761
ENSG00000119397,CNTRL,0.19528241963814263,0.8047175803618574
ENSG00000250510,GPR162,0.19580677481916997,0.80419322518083
ENSG00000116237,ICMT,0.19644761702152513,0.8035523829784749
ENSG00000115380,EFEMP1,0.19735236384285992,0.8026476361571401
ENSG00000132952,USPL1,0.1974169672841648,0.8025830327158352
ENSG00000151655,ITIH2,0.19759962877511816,0.8024003712248818
ENSG00000007933,FMO3,0.19834308287640834,0.8016569171235917
ENSG00000156709,AIFM1,0.19846613768711285,0.8015338623128871
ENSG00000263956,NBPF11,0.19861030565768278,0.8013896943423172
ENSG00000164167,LSM6,0.19877800380143718,0.8012219961985628
ENSG00000105221,AKT2,0.1998319032987942,0.8001680967012058
ENSG00000160218,TRAPPC10,0.20064523540578494,0.7993547645942151
ENSG00000131094,C1QL1,0.20098995714203227,0.7990100428579677
ENSG00000159267,HLCS,0.20106726164417432,0.7989327383558257
ENSG00000130726,TRIM28,0.2016726645316732,0.7983273354683268
ENSG00000136026,CKAP4,0.20249555772225192,0.7975044422777481
ENSG00000214026,MRPL23,0.2031038442215921,0.7968961557784079
ENSG00000105755,ETHE1,0.20327610291322462,0.7967238970867754
ENSG00000099904,ZDHHC8,0.20367400074573805,0.796325999254262
ENSG00000181555,SETD2,0.20376166156148656,0.7962383384385134
ENSG00000182810,DDX28,0.20510980632212217,0.7948901936778778
ENSG00000122778,KIAA1549,0.20537922308538759,0.7946207769146124
ENSG00000185436,IFNLR1,0.20557762782824385,0.7944223721717562
ENSG00000135093,USP30,0.2056559177161743,0.7943440822838257
ENSG00000117592,PRDX6,0.20589712962079199,0.794102870379208
ENSG00000170185,USP38,0.20600183390195215,0.7939981660980479
ENSG00000119402,FBXW2,0.20640137189131902,0.793598628108681
ENSG00000111817,DSE,0.20679534714791137,0.7932046528520886
ENSG00000183735,TBK1,0.2070109650259525,0.7929890349740475
ENSG00000187134,AKR1C1,0.20707531694399228,0.7929246830560077
ENSG00000148798,INA,0.20773110169537878,0.7922688983046212
ENSG00000129596,CDO1,0.20773403941902113,0.7922659605809789
ENSG00000152683,SLC30A6,0.2080371190153001,0.7919628809846999
ENSG00000168827,GFM1,0.20806384465317196,0.791936155346828
ENSG00000113905,HRG,0.20810618308775997,0.79189381691224
ENSG00000183011,NAA38,0.20811496078891967,0.7918850392110803
ENSG00000185163,DDX51,0.20927532300035134,0.7907246769996487
ENSG00000166710,B2M,0.21022004625463553,0.7897799537453645
ENSG00000154124,OTULIN,0.21063673098798674,0.7893632690120133
ENSG00000186462,NAP1L2,0.21109529461098897,0.788904705389011
ENSG00000248167,TRIM39-RPP21,0.21140585647282095,0.788594143527179
ENSG00000091436,MAP3K20,0.21167125994614988,0.7883287400538501
ENSG00000082014,SMARCD3,0.21260874802456498,0.787391251975435
ENSG00000198216,CACNA1E,0.21297634678624,0.78702365321376
ENSG00000126062,TMEM115,0.21367865523154383,0.7863213447684562
ENSG00000205531,NAP1L4,0.21387237816817029,0.7861276218318297
ENSG00000242173,ARHGDIG,0.21404358079613717,0.7859564192038628
ENSG00000169306,IL1RAPL1,0.21413806580426242,0.7858619341957376
ENSG00000148143,ZNF462,0.21471454323307038,0.7852854567669296
ENSG00000112343,TRIM38,0.21484112689072554,0.7851588731092745
ENSG00000100505,TRIM9,0.21518724992014115,0.7848127500798588
ENSG00000235718,MFRP,0.2156436759129,0.7843563240871
ENSG00000183317,EPHA10,0.2158133149525967,0.7841866850474033
ENSG00000170396,ZNF804A,0.21607715550045148,0.7839228444995485
ENSG00000149218,ENDOD1,0.21626159862303318,0.7837384013769668
ENSG00000136940,PDCL,0.21642188716471156,0.7835781128352884
ENSG00000171861,MRM3,0.21645476338736114,0.7835452366126389
ENSG00000173638,SLC19A1,0.2171536135936828,0.7828463864063172
ENSG00000133135,RNF128,0.21753001489874269,0.7824699851012573
ENSG00000214435,AS3MT,0.2179868496203955,0.7820131503796045
ENSG00000104635,SLC39A14,0.21819073177780512,0.7818092682221949
ENSG00000205358,MT1H,0.2191166449384927,0.7808833550615073
ENSG00000163812,ZDHHC3,0.21917624310211292,0.7808237568978871
ENSG00000076321,KLHL20,0.21927814217506258,0.7807218578249374
ENSG00000055955,ITIH4,0.22055529628495885,0.7794447037150412
ENSG00000176095,IP6K1,0.2208886634780417,0.7791113365219583
ENSG00000115486,GGCX,0.2209101808721443,0.7790898191278557
ENSG00000161904,LEMD2,0.2214381964434442,0.7785618035565558
ENSG00000185988,PLK5,0.22157710595226754,0.7784228940477325
ENSG00000186479,RGS7BP,0.2216222977174147,0.7783777022825853
ENSG00000174851,YIF1A,0.22182737644181805,0.778172623558182
ENSG00000153165,RGPD3,0.22236016297135286,0.7776398370286471
ENSG00000072682,P4HA2,0.22237865612129482,0.7776213438787052
ENSG00000196126,HLA-DRB1,0.22277547062993763,0.7772245293700624
ENSG00000154358,OBSCN,0.22285289741745717,0.7771471025825428
ENSG00000169715,MT1E,0.22343000654848277,0.7765699934515172
ENSG00000164068,RNF123,0.2235060804860105,0.7764939195139895
ENSG00000181852,RNF41,0.2239789501731828,0.7760210498268172
ENSG00000268043,NBPF12,0.22409756457047203,0.775902435429528
ENSG00000137699,TRIM29,0.22410766350989397,0.775892336490106
ENSG00000127452,FBXL12,0.2243208753270033,0.7756791246729967
ENSG00000177432,NAP1L5,0.22439343484574847,0.7756065651542515
ENSG00000188786,MTF1,0.2249002264481419,0.7750997735518581
ENSG00000114491,UMPS,0.22492183573597835,0.7750781642640217
ENSG00000125952,MAX,0.22532242419581205,0.774677575804188
ENSG00000129317,PUS7L,0.22533788687147316,0.7746621131285268
ENSG00000103510,KAT8,0.22546830534288043,0.7745316946571196
ENSG00000174516,PELI3,0.2265538064901269,0.7734461935098731
ENSG00000169504,CLIC4,0.22672362853355077,0.7732763714664492
ENSG00000136810,TXN,0.2268577008905367,0.7731422991094633
ENSG00000038382,TRIO,0.22699639117409232,0.7730036088259077
ENSG00000141569,TRIM65,0.22701379564751945,0.7729862043524806
ENSG00000124571,XPO5,0.2273407540526512,0.7726592459473488
ENSG00000001084,GCLC,0.22737119606825607,0.7726288039317439
